PMID,PMCID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,NIHMS ID,Open Source?,DOI,Is this DTI?,"Which imaging modality was used? e.g electroencephalogram (EEG), Positron emission tomography (PET), Anatomical MRI, fMRI, diffusion MRI (dMRI) etc",Is this a single study or a review?,Human study or not?,"Does this study dementia, alzheimers, or related disease? 
",Which one?,What tracts were studied?,"How are results presented? T-tests, beta effect sizes, ANOVA, Chi test, regression etc","What analysis software libraries are being used e.g dipy.org, fsl, freesurfer, PRIDE ..?","What was the diffusion measure e.g Fractional Anisotropy (FA), Mean Diffusivity (MD), Axial diffusivity (AD), Radial diffusivity (RD)?","Were increases or decreases in WM integrity reported relative to the disease population? Eg: AD> HC= RD increase (Corpus Callosum, Cingulum) , AD<HC = FA decreases (cingulum). If Column T is NA enter NA here. (What it means, comparing Alzheimer's disease with Health Control, there was increase in Radial diffusivity in the Corpus Callosum and Cingulum white matter tracts, etc).",Group Difference Explored e.g AD (Alzheimer) vs HC (Health Control)?,"Brain Template/ Space e.g MNI, JHU","Do they present results using x,y,z coordinates?",Other notes
23586325,,Motor and extramotor neurodegeneration in amyotrophic lateral sclerosis: a 3T high angular resolution diffusion imaging (HARDI) study,"Trojsi F, Corbo D, Caiazzo G, Piccirillo G, Monsurrò MR, Cirillo S, Esposito F, Tedeschi G.",Amyotroph Lateral Scler Frontotemporal Degener. 2013 Dec;14(7-8):553-61. doi: 10.3109/21678421.2013.785569. Epub 2013 Apr 16.,Trojsi F,Amyotroph Lateral Scler Frontotemporal Degener,2013,4/17/13,,,10.3109/21678421.2013.785569,yes,"dMRI, fMRI",Single study,yes,no,,"Corpus Callosum, Corticospinal Tract, Anterior Thalamic Radiation, Cingulate Cingulum, Corpus Callosum - Splenium, Fornix, Uncinate Fasciculus, Inferior Fronto-Occipital Fasciculus, Superior Longitudinal Fasciculus, Global",Pearson's correlation coefficient,"FSL, FDT",FA/AD/MD/RD,"FA reduced in CST for ALS vs controls (in gyri, thalamus, cingulum, CC, fornix, uncinate fasciculus, superior longitudinal fasciculus)",ALS vs Control,MNI,no,
31747967,PMC6868701,"Testing the therapeutic effects of transcranial direct current stimulation (tDCS) in semantic dementia: a double blind, sham controlled, randomized clinical trial","Sanches C, Levy R, Benisty S, Volpe-Gillot L, Habert MO, Kas A, Ströer S, Pyatigorskaya N, Kaglik A, Bourbon A, Dubois B, Migliaccio R, Valero-Cabré A, Teichmann M.",Trials. 2019 nov 20;20(1):632. doi: 10.1186/s13063-019-3613-z.,Sanches C,Trials,2019,11/22/19,,yes,10.1186/s13063-019-3613-z,yes,"dMRI, PET, EEG",Single study,yes,yes,"Semantic Variant of Primary Progressive Aphasia, Dementia","Inferior Longitudinal Fasciculus, Superior Longitudinal Fasciculus, Uncinate Fasciculus, Inferior Fronto-Occipital Fasciculus, Corpus Callosum","GLM, ROI tract based analysis, t-test","SPM8, ROAST",FA/MD,N/A,aphasia vs control,MNI,no,
21816921,PMC7965405,Altered microstructure in corticospinal tract in idiopathic normal pressure hydrocephalus: comparison with Alzheimer disease and Parkinson disease with dementia,"Hattori T, Yuasa T, Aoki S, Sato R, Sawaura H, Mori T, Mizusawa H.",AJNR Am J Neuroradiol. 2011 Oct;32(9):1681-7. doi: 10.3174/ajnr.A2570. Epub 2011 Aug 4.,Hattori T,AJNR Am J Neuroradiol,2011,8/6/11,,no,10.3174/ajnr.A2570,yes,dMRI,Single study,yes,yes,"Alzheimers Disease, Parkinson Disease, Idiopathic Normal Pressure Hydrocephalus (INPH)",Corticospinal Tract,"ANOVA, Mann-Whitney test, ROC, Chi-square","dTV, SPSS",FA/Axial and Radial eigenvalue,"FA and axial eigenvalues increased, whereas radial eigenvalues were not significantly altered, in patients with iNPH compared with other subjects",AD vs PD vs INPH vs control,Population-specific template,no,
24657781,PMC4043878,Multi-site study of additive genetic effects on fractional anisotropy of cerebral white matter: Comparing meta and megaanalytical approaches for data pooling,"Kochunov P, Jahanshad N, Sprooten E, Nichols TE, Mandl RC, Almasy L, Booth T, Brouwer RM, Curran JE, de Zubicaray GI, Dimitrova R, Duggirala R, Fox PT, Hong LE, Landman BA, Lemaitre H, Lopez LM, Martin NG, McMahon KL, Mitchell BD, Olvera RL, Peterson CP, Starr JM, Sussmann JE, Toga AW, Wardlaw JM, Wright MJ, Wright SN, Bastin ME, McIntosh AM, Boomsma DI, Kahn RS, den Braber A, de Geus EJ, Deary IJ, Hulshoff Pol HE, Williamson DE, Blangero J, van 't Ent D, Thompson PM, Glahn DC.",Neuroimage. 2014 Jul 15;95:136-50. doi: 10.1016/j.neuroimage.2014.03.033. Epub 2014 Mar 18.,Kochunov P,Neuroimage,2014,3/25/14,NIHMS578312,no,10.1016/j.neuroimage.2014.03.033,yes,dMRI,Review,yes,no,,Na,"Chi-square, ANOVA","ENIGMA, FSL",FA,N/A,N/A,JHU,no,"Healthy individuals, studied genetic heritability of WM integrity"
22768288,PMC3388101,Sexual dimorphism in healthy aging and mild cognitive impairment: a DTI study,"O'Dwyer L, Lamberton F, Bokde AL, Ewers M, Faluyi YO, Tanner C, Mazoyer B, O'Neill D, Bartley M, Collins R, Coughlan T, Prvulovic D, Hampel H.",PLoS One. 2012;7(7):e37021. doi: 10.1371/journal.pone.0037021. Epub 2012 Jul 2.,O'Dwyer L,PLoS One,2012,7/7/12,,yes,10.1371/journal.pone.0037021,yes,dMRI,Single study,yes,yes,Mild Cognitive Impairment,"Superior Longitudinal Fasciculus, Inferior Longitudinal Fasciculus, Corpus Callosum - Splenium, Anterior Thalamic Radiation, Forceps Minor, Uncinate Fasciculus","GLM, Threshold free cluster enhancement, ANOVA","FSL, R",FA/MD/AD/RD,"MCI < Control = decrease FA (parahippocampal tract, forceps major, forceps minor, uncinate fasciculus); MCI < Control = decrease AD, MD, RD (temporal and parietal lobes, the prefrontal cortex, the superior and inferior longitudinal fasciculus); Male < Female = decrease FA (splenium); Male < Female = decrease RD (ILF, SLF, splenium, anterior thalamic radiation, forceps minor, uncinate fasciculus); Male < Female = decrease MD (superior longitudinal fasciculus (SLF) and the right inferior longitudinal fasciculus (ILF))",MCI vs Control vs Male and Female,MNI,no,
31092880,PMC6520382,"Food knowledge depends upon the integrity of both sensory and functional properties: a VBM, TBSS and DTI tractography study","Vignando M, Aiello M, Rinaldi A, Cattarruzza T, Mazzon G, Manganotti P, Eleopra R, Rumiati RI.",Sci Rep. 2019 May 15;9(1):7439. doi: 10.1038/s41598-019-43919-8.,Vignando M,Sci Rep,2019,5/17/19,,yes,10.1038/s41598-019-43919-8,yes,dMRI,Single study,yes,yes,"Alzheimers Disease, Primary Progressive Aphasia, bvFTD","Corpus Callosum, Arcuate Fasciculus, Inferior Fronto-Occipital Fasciculus, Corpus Callosum - Splenium, Cingulum, Corticospinal Tract","GLM, permutation testing","SPM12, FSL, R, TrackVis",FA,N/A,"AD, PPA, bvFTD vs Control",MNI,yes,
17633702,PMC3328311,Incorporating DTI data as a constraint in deformation tensor morphometry between T1 MR images,Studholme C.,Inf Process Med Imaging. 2007;20:223-32. doi: 10.1007/978-3-540-73273-0_19.,Studholme C,Inf Process Med Imaging,2007,7/19/07,NIHMS365838,no,10.1007/978-3-540-73273-0_19,yes,dMRI,Single study,yes,yes,Alzheimers Disease,Na,"Novel ""diffusion paired mutual information""",SPM,Full diffusion tensor,N/A,No comparisons apparent,native space,no,compared deformation tensor morphometry to scan white matter in AD patients
22594996,PMC3348019,Modeling the interactions of Alzheimer-related genes from the whole brain microarray data and diffusion tensor images of human brain,"Park B, Lee W, Han K.",BMC Bioinformatics. 2012 May 8;13 Suppl 7(Suppl 7):S10. doi: 10.1186/1471-2105-13-S7-S10.,Park B,BMC Bioinformatics,2012,5/19/12,,yes,10.1186/1471-2105-13-S7-S10,yes,dMRI,Single study,yes,yes,Alzheimers Disease,Na,some correlation,"FSL, LONI Inspector, R","FA,ADC",AD > HC = increased expression levels (fiber tracts of hippocampus),LR fiber tracts,MNI,no,
24136984,,"Relationship between cerebrospinal fluid flow, ventricles morphology, and DTI properties in internal capsules: differences between Alzheimer's disease and normal-pressure hydrocephalus","Daouk J, Chaarani B, Zmudka J, Capel C, Fichten A, Bouzerar R, Gondry-Jouet C, Jouanny P, Balédent O.",Acta Radiol. 2014 Oct;55(8):992-9. doi: 10.1177/0284185113508112. Epub 2013 Oct 17.,Daouk J,Acta Radiol,2014,10/19/13,,,10.1177/0284185113508112,yes,dMRI,Single study,yes,yes,Alzheimers Disease,Internal Capsule,Spearman coefficients,FSL,FA/ADC,N/A,AD vs Normal Pressure Hydrocephalus vs Control,Patient specific ROIs,no,no access to full article
18975047,,Diffusion abnormality in posterior cingulate fiber tracts in Alzheimer's disease: tract-specific analysis,"Nakata Y, Sato N, Abe O, Shikakura S, Arima K, Furuta N, Uno M, Hirai S, Masutani Y, Ohtomo K, Aoki S.",Radiat Med. 2008 Oct;26(8):466-73. doi: 10.1007/s11604-008-0258-3. Epub 2008 Oct 31.,Nakata Y,Radiat Med,2008,11/1/08,,,10.1007/s11604-008-0258-3,yes,dMRI,Single study,yes,yes,Alzheimers Disease,Cingulum,"t-tests, Intraclass correlation",dTV and VolumeOne,FA/MD,AD > HC = increased MD (posterior cingulate fiber tracts) ; AD < HC = decreased FA (PCFTs),AD vs Control,native space,no,
30440340,,Alzheimer'S Disease Classification Using Bag-Of-Words Based On Visual Pattern Of Diffusion Anisotropy For DTI Imaging,"Eldeeb GW, Zayed N, Yassine IA.",Annu Int Conf IEEE Eng Med Biol Soc. 2018 Jul;2018:57-60. doi: 10.1109/EMBC.2018.8512203.,Eldeeb GW,Annu Int Conf IEEE Eng Med Biol Soc,2018,11/17/18,,,10.1109/EMBC.2018.8512203,yes,dMRI,Single study,yes,yes,"Alzheimers Disease, Mild Cognitive Impairment",Na,"ML classification: SURF, SIFT",Feature extraction libraries,FA/MD,N/A,AD vs MCI vs Control (model distinguished between them),Unspecified,no,study examined a classification between the visual appearance of MD/FA rather than discerning between AD vs HC
20979788,,[Multi-modality magnetic resonance imaging features of cognitive function in mild cognitive impairment],"Wang HL, Yuan HS, Su LM, Zhu Y, Liao J, Zhang MY, Li T, Yu X.",Zhonghua Nei Ke Za Zhi. 2010 Aug;49(8):680-3.,Wang HL,Zhonghua Nei Ke Za Zhi,2010,10/29/10,,,,yes,dMRI,Single study,yes,yes,"Alzheimers Disease, Mild Cognitive Impairment","Cingulate Cingulum, Hippocampal Cingulum","MMSE and CASI, Voxel Based Morphometry","SPM, FSL, DTIStudio",FA/ADC,"AD < Early mild cognitive impairment (EMCI) = decrease brain volume (hippocampus, amygdala);",MCI vs AD vs Control,MNI,no,
27714552,PMC5382125,"Mapping temporo-parietal and temporo-occipital cortico-cortical connections of the human middle longitudinal fascicle in subject-specific, probabilistic, and stereotaxic Talairach spaces","Makris N, Zhu A, Papadimitriou GM, Mouradian P, Ng I, Scaccianoce E, Baselli G, Baglio F, Shenton ME, Rathi Y, Dickerson B, Yeterian E, Kubicki M.",Brain Imaging Behav. 2017 Oct;11(5):1258-1277. doi: 10.1007/s11682-016-9589-3.,Makris N,Brain Imaging Behav,2017,10/8/16,NIHMS821627,no,10.1007/s11682-016-9589-3,yes,dMRI,Single study,yes,no,NA,"Middle Longitudinal Fasciculus, Inferior Longitudinal Fasciculus",N/A,"FSL, Freesurfer,","FA, RD, AD",N/A,N/A,MNI,no,Healthy subjects; study did not report explicit changes in FA?AD/RD between a diseased vs health group
22027780,,[Diffusion characteristics of subcortical structures in patients with subcortical ischemic vascular disease and its correlation to cognitive function],"Zhang QJ, Guo YM, Yang JL, Zhang GJ, Xu M, Bai ZL.",Nan Fang Yi Ke Da Xue Xue Bao. 2011 Oct;31(10):1737-41.,Zhang QJ,Nan Fang Yi Ke Da Xue Xue Bao,2011,10/27/11,,,,yes,N/A,Single study,yes,yes,SVID,Na,"Pearson, MMSE scores",Unspecified,FA/ADC,N/A,SIVD vs Control,Native,no,
36440281,PMC9693722,"Peak width of skeletonized mean diffusivity in cerebral amyloid angiopathy: Spatial signature, cognitive, and neuroimaging associations","Zanon Zotin MC, Schoemaker D, Raposo N, Perosa V, Bretzner M, Sveikata L, Li Q, van Veluw SJ, Horn MJ, Etherton MR, Charidimou A, Gurol ME, Greenberg SM, Duering M, Dos Santos AC, Pontes-Neto OM, Viswanathan A.",Front Neurosci. 2022 nov 11;16:1051038. doi: 10.3389/fnins.2022.1051038. eCollection 2022.,Zanon Zotin MC,Front Neurosci,2022,11/28/22,,yes,10.3389/fnins.2022.1051038,yes,dMRI,Single study,Yes,Yes,"Cerebral Amyloid Angiopathy, Mild Cognitive Impairment, Cerebral Small Vessel Disease (SVD)",Global,"Linear regression, ANOVA, ANCOVA, False Discover Rate","FSL, FreeSurfer, R","MD, FA",N/A,CAA vs Control,MNI,no,Peak width of skeletonized mean diffusivity used as neuroimaging biomarker; MD/FA not associated with any changes
38854000,PMC11160843,Longitudinal Assessment of Glymphatic Changes Following Mild Traumatic Brain Injury: Insights from PVS burden and DTI-ALPS Imaging,"Zhuo J, Raghavan P, Jiang L, Roys S, Tchoquessi RLN, Chen H, Wickwire EM, Parikh GY, Schwartzbauer GT, Grattan LM, Wang Z, Gullapalli RP, Badjatia N.",medRxiv [Preprint]. 2024 Jun 2:2024.06.01.24307927. doi: 10.1101/2024.06.01.24307927.,Zhuo J,medRxiv,2024,6/10/24,,yes,10.1101/2024.06.01.24307927,yes,dMRI,Single study,Yes,no,NA,Na,"t-tests, chi tests, Pearson correlations, logistic regression","FreeSurfer, FSL, R",FA,N/A,mTBI vs orthopedic control (OC) vs HC,MNI,no,"Studies TBI; no differences in age, symptom ratings, glymphatic imaging markers between groups; didn't explicitly mention changes in FA"
32671621,PMC7525531,The relationship of parental longevity with the aging brain-results from UK Biobank,"Tian Q, Pilling LC, Atkins JL, Melzer D, Ferrucci L.",Geroscience. 2020 Oct;42(5):1377-1385. doi: 10.1007/s11357-020-00227-8. Epub 2020 Jul 15.,Tian Q,Geroscience,2020,7/17/20,,no,10.1007/s11357-020-00227-8,yes,dMRI,Single study,Yes,No,NA,"Anterior Commissural Nucleus, Anterior Thalamic Radiation, Superior Thalamic Radiation, Superior Longitudinal Fasciculus, Uncinate Fasciculus, Cingulate Cingulum, Parahippocampal Cingulum, Inferior Fronto-Occipital Fasciculus, Inferior Longitudinal Fasciculus",statistical analyses,FSL,"FA, MD",N/A,N/A,N/A,no,Study compares on parental longevity; no changes in FA/MD
28293162,PMC5329061,Ensemble Classification of Alzheimer's Disease and Mild Cognitive Impairment Based on Complex Graph Measures from Diffusion Tensor Images,"Ebadi A, Dalboni da Rocha JL, Nagaraju DB, Tovar-Moll F, Bramati I, Coutinho G, Sitaram R, Rashidi P.",Front Neurosci. 2017 Feb 28;11:56. doi: 10.3389/fnins.2017.00056. eCollection 2017.,Ebadi A,Front Neurosci,2017,3/16/17,,yes,10.3389/fnins.2017.00056,yes,dMRI,Single study,Yes,Yes,"Alzheimers Disease, Mild Cognitive Impairment",Na,"t-tests, cross validation, ANOVA","SPM8, R",FA,N/A,AD vs control vs MCI,Unknown,no,no explicit changes in FA
31507085,PMC6801158,(11) C-PK11195 PET imaging and white matter changes in Parkinson's disease dementia,"Nicastro N, Surendranathan A, Mak E, Rowe JB, O'Brien JT.",Ann Clin Transl Neurol. 2019 Oct;6(10):2133-2136. doi: 10.1002/acn3.50877. Epub 2019 Sep 10.,Nicastro N,Ann Clin Transl Neurol,2019,9/12/19,,yes,10.1002/acn3.50877,yes,dMRI,Single study,yes,yes,Parkinson's Disease Dementia (PDD),Na,"Linear Regression, Spearman Correlation",FSL,"FA, MD, RD",preserved WM Integirty reported with higher 11C‐PK11195,5 individuals with PDD,Hammers atlas,no,"very small sample size, 5 participants"
29283048,,Compensatory Shift of Subcallosal Area and Paraterminal Gyrus White Matter Parameters on DTI in Patients with Alzheimer Disease,"Kuchtova B, Wurst Z, Mrzilkova J, Ibrahim I, Tintera J, Bartos A, Musil V, Kieslich K, Zach P.",Curr Alzheimer Res. 2018;15(6):590-599. doi: 10.2174/1567205015666171227155510.,Kuchtova B,Curr Alzheimer Res,2018,12/29/17,,,10.2174/1567205015666171227155510,yes,dMRI,Single study,yes,yes,Alzheimers Disease,Fornix,N/A,N/A,FA,N/A,AD vs HC,N/A,no,Couldn't access full study
19847044,PMC3010401,Diffusion tensor imaging in Alzheimer's disease and mild cognitive impairment,"Stebbins GT, Murphy CM.",Behav Neurol. 2009;21(1):39-49. doi: 10.3233/BEN-2009-0234.,Stebbins GT,Behav Neurol,2009,10/23/09,NIHMS256696,yes,10.3233/BEN-2009-0234,yes,dMRI,Review,yes,yes,"Alzheimers Disease, Mild Cognitive Impairment",Na,"t-test,anova,linear regression, spearman, multiple regression, voxel analysis, tract-based analysis",FSL,"FA, MD","AD < HC = decreased FA (hippocampus, cingulum)",AD vs MCI vs HC,N/A,no,coordinates only for certain studies
26536311,,White Matter Degeneration with Aging: Longitudinal Diffusion MR Imaging Analysis,"de Groot M, Cremers LG, Ikram MA, Hofman A, Krestin GP, van der Lugt A, Niessen WJ, Vernooij MW.",Radiology. 2016 May;279(2):532-41. doi: 10.1148/radiol.2015150103. Epub 2015 nov 3.,de Groot M,Radiology,2016,11/5/15,,,10.1148/radiol.2015150103,yes,dMRI,Single study,yes,no,NA,Global,linear regressions,"FSL, TBSS","FA, MD",higher age < lower age = decreased FA; higher age < lower age = decreased MD,higher age vs lower age,MNI,no,"does address aging, not neurodegenerative disorders specifically; studied white matter, grey matter, and cerebrospinal fluid"
24583036,,Diffusion tensor imaging of white matter degeneration in Alzheimer's disease and mild cognitive impairment,"Amlien IK, Fjell AM.",Neuroscience. 2014 Sep 12;276:206-15. doi: 10.1016/j.neuroscience.2014.02.017. Epub 2014 Feb 27.,Amlien IK,Neuroscience,2014,3/4/14,,,10.1016/j.neuroscience.2014.02.017,yes,dMRI,Review,yes,yes,"Alzheimers Disease, Mild Cognitive Impairment, Vascular Dementia (VaD)",Na,"Voxel Analysis/regression, anova, t-test,",N/A,"FA, MD, AD, RD",AD < HC = decreased WM,AD vs MCI vs HC,N/A,no,"alzheimers and related diseases not central focus, but mentioned in studies referenced"
27938433,,Deep microbleeds and periventricular white matter disintegrity are independent predictors of attention/executive dysfunction in non-dementia patients with small vessel disease,"Cao WW, Wang Y, Dong Q, Chen X, Li YS, Zhou Y, Gao L, Deng Y, Xu Q.",Int Psychogeriatr. 2017 May;29(5):793-803. doi: 10.1017/S1041610216002118. Epub 2016 Dec 12.,Cao WW,Int Psychogeriatr,2017,12/13/16,,,10.1017/S1041610216002118,yes,dMRI,Single study,yes,no,NA,Na,"Anova, Mann-Whitney, linear regression","DTI Studio, SPM8, ESWAN","FA, MD",VaMCI vs NCI within SVD patients,VaMCI vs NCI,NA,no,Focusses on non-dementia small vessel disease
28066707,PMC5200876,Longitudinal changes in microstructural white matter metrics in Alzheimer's disease,"Mayo CD, Mazerolle EL, Ritchie L, Fisk JD, Gawryluk JR; Alzheimer's Disease Neuroimaging Initiative.",Neuroimage Clin. 2016 Dec 16;13:330-338. doi: 10.1016/j.nicl.2016.12.012. eCollection 2017.,Mayo CD,Neuroimage Clin,2016,1/10/17,,yes,10.1016/j.nicl.2016.12.012,yes,dMRI/MRI,Single study,yes,yes,Alzheimers Disease,"Hippocampal Cingulum, Corpus Callosum, External Capsule, Internal Capsule, Thalamic Radiation, Corona Radiata, Inferior Longitudinal Fasciculus, Superior Longitudinal Fasciculus, Inferior Fronto-Occipital Fasciculus, Cingulate Cingulum, Fornix, Uncinate Fasciculus, Tapetum","Tract-Based Spatial Statistics (TBSS), TFCE, t-tests",FSL,"FA, MD","in AD, FA decreased and MD increased (hippocampal cingulum), HC had FA decreased and MD increase (nonspecific region)",AD vs HC (baseline and at year 1),JHU,no,
28234631,,DTI measurements for Alzheimer's classification,"Maggipinto T, Bellotti R, Amoroso N, Diacono D, Donvito G, Lella E, Monaco A, Antonella Scelsi M, Tangaro S.",Phys Med Biol. 2017 Mar 21;62(6):2361-2375. doi: 10.1088/1361-6560/aa5dbe. Epub 2017 Feb 24.,Maggipinto T,Phys Med Biol,2017,2/25/17,,,10.1088/1361-6560/aa5dbe,yes,dMRI,Single study,yes,yes,"Alzheimers Disease, Mild Cognitive Impairment","Corona Radiata, Superior Longitudinal Fasciculus, Fornix, Parahippocampal Cingulum, Forceps Major, Forceps Minor, Inferior Fronto-Occipital Fasciculus, Corticospinal Tract, Anterior Thalamic Radiation, Uncinate Fasciculus, Internal Capsule, External Capsule, Corpus Callosum","Tract-Based Spatial Statistics (TBSS), wilcoxon test, random forsts model, 100x 5 fold cross validation, test set evaluation",,,,,,no,decision tree classification of conditions based on DTI images/ cannot access full paper? (ariana)
39088212,PMC11294966,ω-3 PUFA for Secondary Prevention of White Matter Lesions and Neuronal Integrity Breakdown in Older Adults: A Randomized Clinical Trial,"Shinto LH, Murchison CF, Silbert LC, Dodge HH, Lahna D, Rooney W, Kaye J, Quinn JF, Bowman GL.",JAMA Netw Open. 2024 Aug 1;7(8):e2426872. doi: 10.1001/jamanetworkopen.2024.26872.,Shinto LH,JAMA Netw Open,2024,8/1/24,,yes,10.1001/jamanetworkopen.2024.26872,yes,dMRI,Single study,yes,no,NA,Na,"Linear models, P values and Cohen's d effect sizes","FreeSurfer, FSL TBSS","MD, RD, AD","FA decrease in both groups, w-3 slowing decline vs placebo had increase RD and MD",w-3 treatment vs placebo in older adults,TBSS,no,mixed normal participants with some minor MCI participants (clinical dementia rating <= 0.5) but not main focus
12975695,,Diffusion MRI studies in vascular cognitive impairment and dementia,"Urresta FL, Medina DA, Gaviria M.",Braz J Psychiatry. 2003 Sep;25(3):188-91. doi: 10.1590/s1516-44462003000300013.,Urresta FL,Braz J Psychiatry,2003,9/17/03,,,10.1590/s1516-44462003000300013,yes,MRI,Review,yes,yes,Vascular Dementia,Na,,,,,,,,"Doesn't contain specific results, mostly explains different imaging methods may link useful papers, its in portuguese (ariana)"
34891164,,Hippocampus- and thalamus-related fiber-specific white matter reductions in mild cognitive impairment,"Zhou Y, Si X, Chen Y, Chao Y, Lin CP, Li S, Zhang X, Ming D, Li Q.",Cereb Cortex. 2022 Jul 21;32(15):3159-3174. doi: 10.1093/cercor/bhab407.,Zhou Y,Cereb Cortex,2022,12/10/21,,,10.1093/cercor/bhab407,yes,dMRI,Single study,yes,yes,Mild Cognitive Impairment,"Inferior Longitudinal Fasciculus, Inferior Fronto-Occipital Fasciculus, Anterior Thalamic Radiation, Uncinate Fasciculus, Cingulum, (Anterior) Cingulum Bundle, Corona Radiata, Internal Capsule","Rank Sum compares MD/FA, Lin reg between DTI and depression/congnition scores, SVM","JHU, MNI","MD, FA","MCI showed elevated MD, while FA was mostly unchanged",MCI vs NC,"MNI, JHU",no,
